Group_name,ID,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,exp_id
fpt2,Cd_fpt2,2.737328858,5.009950369,7.605334302,8.17420918,3.979400539,2.757658572,6.151164514,4.548392829,3.551287362,4.0811128,4.127099448,9.444253448,3
ler2,Li_ler2,14.61419973,13.22316391,13.36070438,9.806285597,13.42046324,11.45750278,10.93318657,13.50463453,15.80957446,12.91250226,9.96993182,12.62318824,3
ler2,B_ler2,0,163.7869166,87.79176145,234.292078,36.04735789,57.47472801,21.08941903,141.8451138,68.00717422,125.4579609,159.4963442,91.81083798,3
ler2,Na_ler2,1706.665141,1550.408263,1615.218197,1576.064204,1547.803367,1377.427724,1951.224871,1746.565617,2079.000912,1727.963943,1700.266381,1747.678006,3
ler2,Mg_ler2,34711.23713,32179.44784,32437.88753,30286.04503,32665.92431,32935.64015,31013.03049,32118.90252,32756.27471,31477.46535,30440.07097,30703.05836,3
ler2,P_ler2,9819.857731,9805.638739,8057.314228,13819.55209,10358.03284,11368.57609,12808.11175,11853.50505,9965.276793,12460.60172,12523.52809,10945.44302,3
ler2,K_ler2,69100.84125,78522.16798,57415.14437,93071.48181,70946.30437,77319.42237,86953.72636,79811.62998,64569.35206,75526.65551,75366.81768,70285.65549,3
ler2,Ca_ler2,82971.26466,80024.80024,76984.69576,65240.78952,78889.48323,80314.84794,67925.32931,74828.68165,79334.35748,72637.45535,74426.61287,70253.57623,3
ler2,Mn_ler2,170.1639625,188.1372651,181.2165494,171.3705128,192.3270095,187.8225436,158.4148947,147.7570864,161.1809696,151.1273931,174.8780949,179.3230553,3
ler2,Fe_ler2,198.6586367,200.1968522,150.2974928,185.4875306,151.686006,202.7996714,160.7876288,168.1956202,135.0006317,169.3145377,155.5098758,165.5931326,3
ler2,Co_ler2,2.012719049,1.081124648,1.045239365,1.309353403,1.225610168,1.263227125,1.7609409,2.222901694,2.048148662,2.115042683,1.333586504,2.54965947,3
ler2,Ni_ler2,2.836401076,2.588765685,2.334159285,2.310653311,2.595409768,2.832549299,2.543477913,2.839858263,2.5497181,2.7932639,2.727346117,2.518542589,3
ler2,Cu_ler2,2.032821112,7.120165183,3.133631789,6.367783398,3.981159526,6.01425289,2.46531726,4.277734453,0.683597714,5.041283872,6.118852913,4.580918121,3
ler2,Zn_ler2,106.8927195,115.8568003,97.05496062,146.8169854,119.1795832,135.2621856,129.5698919,128.8387741,96.56754291,142.941326,155.6603086,145.2548827,3
ler2,As_ler2,0.099806742,0.502033292,0.103981497,0.223401807,0.17628115,0.096930099,0.064947781,0.443397944,0.124687165,0.485607873,0.12858241,0.528666181,3
ler2,Se_ler2,0.743776328,0,1.091555361,0.707867608,0.686813819,0,1.214281572,0.503784522,0,0.34888944,0.87927954,0.032913319,3
ler2,Mo_ler2,0,0.1397448,0.06263091,0.076433568,0.066161257,0.080829687,0,0.058275158,0,0.067340588,0.112034805,0.065570004,3
ler2,Cd_ler2,7.965442428,11.26588907,5.474467254,6.720708843,5.91750875,6.056376062,7.513658003,10.10525029,8.731186787,9.219511798,5.953376866,10.25573896,3
152-54,As_152-54,0.177022568,0,0.113227373,0.032570659,0,0,0,0.090769896,0,0,0.0422144,0,4
col0,As_col0,0.276508312,0.099895687,0.197732757,0,0.08321232,0.086589906,0.119614257,0.660956006,0.385514628,0,0,0,4
fpt2,As_fpt2,0.055493671,0.056515389,0.285272301,0.285842796,0,0,0,0,0,0,0,0,4
ler2,As_ler2,0,0,0.114653164,0,0.053764147,0,0,0,0,0,0,0,4
152-54,B_152-54,91.31504171,91.97887777,94.48903975,91.46326628,248.5266511,170.8451762,164.2412531,72.15975342,416.6446992,298.3068292,406.064084,536.6432521,4
col0,B_col0,26.14793585,0,137.5009338,192.5783061,88.17713239,193.4868538,483.6348096,234.5717403,125.8049067,48.60244547,276.3075157,267.687093,4
fpt2,B_fpt2,117.2303807,0,0,10.87091257,75.20021145,176.4473717,152.1725156,63.73353487,480.9777667,0,855.2079927,628.9023423,4
ler2,B_ler2,267.9028511,109.5691626,103.0361479,2.344650272,61.25639973,152.722134,222.9350431,0,423.0038887,120.6631458,572.6273314,652.2920663,4
152-54,Ca_152-54,70376.88848,66313.38355,72871.29413,72290.32493,74352.73989,77297.67457,68430.04616,74506.68081,69239.65131,76674.21508,67831.36952,70653.89016,4
col0,Ca_col0,77832.87447,73048.47099,72909.56949,81323.48846,75920.25241,71264.63218,65397.63174,72956.4012,70370.09041,77772.53021,70692.7975,76808.68248,4
fpt2,Ca_fpt2,68993.57405,74611.1822,75695.84705,69280.26327,72816.11017,70172.28379,72870.29819,68266.55832,75612.6481,0,74942.96412,75385.2881,4
ler2,Ca_ler2,82671.72782,81544.61072,81558.64009,84002.1616,73764.9244,74369.93862,79482.17383,87531.49727,83404.08777,90400.05035,85565.58447,80792.29997,4
152-54,Cd_152-54,6.883353566,6.275235051,6.937170007,10.53678168,6.379674527,9.026201747,12.483798,7.81427655,12.13830924,8.962299144,8.820850437,10.96695926,4
col0,Cd_col0,5.828301589,7.128537021,3.991736293,6.953844608,4.933782071,4.770677391,3.950872416,3.281105434,4.077295671,6.600970431,5.469665955,4.866801837,4
fpt2,Cd_fpt2,4.595302859,4.572855777,6.113895339,3.409707969,5.620821823,6.493082537,4.08594172,5.393135595,9.39591229,0,6.406575628,7.16506041,4
ler2,Cd_ler2,7.802643319,5.015027736,5.093921917,5.569268054,5.405354748,3.460426004,6.504630892,5.149871774,3.337724411,5.030874707,5.60497538,10.25701856,4
152-54,Co_152-54,1.096809402,0.909800514,1.046334327,1.65754246,0.97391617,1.579252317,1.676239006,1.226682753,1.319927993,1.191578409,1.392668581,1.337529216,4
col0,Co_col0,1.083795285,1.192497255,0.684498089,1.08576399,0.936073957,0.836346187,0.65210031,0.695260009,0.752232001,1.121130879,0.889191942,0.668308293,4
fpt2,Co_fpt2,1.296097381,1.07107531,1.632940954,0.872832581,1.586841646,1.905450874,1.388253538,1.491635922,2.128481522,0,1.526301779,1.687984952,4
ler2,Co_ler2,1.307214941,0.907722071,0.96648785,0.912966291,1.201654414,0.774729959,1.128261912,0.991615563,0.949027175,1.157490419,1.132114053,1.171932263,4
152-54,Cu_152-54,4.994804169,5.484859425,5.169653511,3.176039414,5.516763855,3.207342913,3.135805722,4.264135681,2.378887366,3.278901759,3.687291068,3.032229453,4
col0,Cu_col0,3.641975738,3.474109948,3.699095821,3.307177518,3.40348216,3.877336386,4.052176837,4.11792985,4.624124931,4.069593063,3.77688208,3.294250597,4
fpt2,Cu_fpt2,3.227704017,3.105629325,2.605683966,3.784907495,3.122364502,1.529059938,3.341995462,2.851542958,1.487081018,0,2.567619796,2.54004619,4
ler2,Cu_ler2,3.57760269,5.421725501,5.600918847,3.618866383,6.025957643,5.787201761,4.490403154,2.540929866,8.028228785,7.414944927,3.539372641,2.478605402,4
152-54,Fe_152-54,181.1381757,171.6678488,191.3259084,154.4838909,154.8212544,183.0103473,156.7445747,180.1514687,155.8772106,149.2746578,150.9571419,150.3877983,4
col0,Fe_col0,185.23491,225.8772523,238.6222474,159.2989535,189.1283127,200.5795424,192.6284804,156.6871583,175.7372535,147.6170019,149.1303578,142.4442481,4
fpt2,Fe_fpt2,161.0917247,238.2884442,182.2608716,188.4883932,155.8555699,179.8362456,166.4119667,173.4946925,173.3475627,0,164.2558175,174.7463253,4
ler2,Fe_ler2,196.9169425,208.6803827,207.2300052,205.3450498,189.5250499,203.7674257,188.0625224,196.9628719,174.9768853,189.1686737,183.9685337,175.8942898,4
152-54,K_152-54,79997.12104,97059.86394,80534.96215,82260.25443,78499.73777,91904.75955,86486.07036,85084.38172,81005.86656,84676.26789,77673.38704,82855.16436,4
col0,K_col0,83249.81445,92202.15675,67648.05417,82461.81642,80833.34776,89587.41084,89673.1726,76290.17052,90773.65718,88501.26153,102778.2435,90268.39071,4
fpt2,K_fpt2,91297.76118,87218.46135,67518.29797,81556.52845,84777.02505,96244.02091,79079.14503,86437.39592,82631.74796,0,89811.80787,89586.30873,4
ler2,K_ler2,87171.85699,77990.27731,86149.55718,85970.50998,92479.47802,88954.30767,92955.64774,93720.59304,93237.7575,80474.53352,83139.62579,77449.89066,4
152-54,Li_152-54,15.7216207,13.08028233,15.58426825,14.74149108,14.18357055,16.57837547,15.6881709,14.75258724,16.12574886,14.51523882,14.18082242,12.55241553,4
col0,Li_col0,18.30762798,17.71916285,16.43096071,17.22892843,16.77175603,14.8313183,13.65358473,18.44202539,16.27500585,16.51535226,15.11684533,16.62455854,4
fpt2,Li_fpt2,14.39633896,15.75909893,17.81506898,12.82260835,14.76526451,12.73764765,12.43628303,12.25853522,15.41297513,0,13.98070476,14.40850308,4
ler2,Li_ler2,16.97710021,12.94597592,15.31370256,13.99264125,12.31559113,10.84001331,15.99267386,15.84680564,13.52259664,14.65473367,14.05034405,17.91322488,4
152-54,Mg_152-54,24827.40233,21192.48931,24705.36215,23080.88696,24492.42085,24800.96555,23011.14578,23218.0535,22954.17634,24583.27617,23015.53485,21951.65292,4
col0,Mg_col0,26237.53937,24418.94582,24403.40917,25448.32589,26184.21239,24989.06149,23465.1055,24988.7753,23373.53319,24908.75331,24835.6492,25589.03603,4
fpt2,Mg_fpt2,23328.68567,25926.43483,25945.52224,23746.1805,24657.26439,25190.62988,23694.00053,24063.76809,26425.70077,0,26599.26376,26603.86008,4
ler2,Mg_ler2,27116.90739,26862.55827,25537.47531,26381.65751,23740.4724,25181.30954,25441.08897,29047.94288,25791.27031,27450.86567,26609.73433,25308.30547,4
152-54,Mn_152-54,170.7462667,170.3650319,175.5555858,131.443017,181.8814629,160.9887237,122.3695615,174.0362353,127.316483,156.7917377,126.1441681,109.5986549,4
col0,Mn_col0,79.78786033,72.36727296,101.2215329,113.8997562,104.9333734,78.01957362,85.1707539,108.0334524,100.4115229,111.2944297,99.9831411,111.0555849,4
fpt2,Mn_fpt2,116.216554,151.9394504,122.7916795,136.9478268,120.0536422,98.41290025,132.8395793,125.3361613,77.83939702,0,113.2626688,107.7064422,4
ler2,Mn_ler2,240.9746588,197.9490299,241.2826337,186.1825994,200.6508842,185.7696937,251.8067729,188.5293787,204.0616545,229.6978674,170.069812,102.0479342,4
152-54,Mo_152-54,0.246216219,0.377382648,0.262646749,0.244179912,0.351740821,0.257688514,0.180560242,0.303381684,0.16568239,0.223330019,0.295260525,0.201427431,4
col0,Mo_col0,0.25455545,0.210770684,0.257313154,0.244271787,0.214366108,0.258587602,0.400715265,0.277041063,0.374578043,0.208025361,0.294941532,0.358838939,4
fpt2,Mo_fpt2,0.346888805,0.365393728,0.250292942,0.427200863,0.305488231,0.202428739,0.344312159,0.328043672,0.26541879,0,0.356353295,0.356316518,4
ler2,Mo_ler2,0,0.00415652,0.070300913,0,0.053957081,0.026934537,0.023170978,0.064815475,0.120657567,0.091129868,0.058728417,0.020649823,4
152-54,Na_152-54,1354.034872,1632.429658,1402.052559,1754.240772,1541.510326,1642.742079,1728.350064,1668.301766,2115.404597,2092.658052,2160.623187,2212.545014,4
col0,Na_col0,1627.118438,1525.883585,1985.846212,1628.478583,1751.647785,1853.809241,2401.289978,2169.365837,1633.994183,1513.225075,1822.057359,2017.916875,4
fpt2,Na_fpt2,2454.52777,2038.357935,2579.567186,2039.900578,2384.101276,3188.252636,2468.295458,2501.299095,3250.085271,0,3500.664689,3776.180486,4
ler2,Na_ler2,1585.206791,1345.17849,1505.022384,1869.930958,1420.95554,1811.668255,1693.808149,2202.2299,2207.632841,1856.168956,2300.112079,2520.385518,4
152-54,Ni_152-54,3.129405063,2.523990735,2.716393773,2.659537046,2.55522092,2.924524885,4.538690236,2.965061787,2.727851186,2.61448889,2.442945849,2.232762242,4
fpt2,Ni_fpt2,5.592054571,2.672525812,2.707582222,4.288464753,2.535633137,2.903587222,2.768699544,2.688044164,2.879767244,0,2.567619796,2.797324421,4
ler2,Ni_ler2,2.797338358,2.91386987,2.753352622,3.04862428,2.514888726,2.681041459,2.934726418,3.101349087,3.219096014,3.030201903,2.778228103,2.760621187,4
152-54,P_152-54,15448.9617,17831.22154,15318.4763,16802.16547,16441.38051,15930.15832,16396.69843,16861.51636,15944.73016,19345.56888,16283.22522,19660.36713,4
col0,P_col0,14727.56013,15459.18821,13800.20305,13579.58292,14708.25598,16156.97555,15555.85664,13605.64409,14514.89917,13874.10234,15355.59366,14280.8024,4
fpt2,P_fpt2,15404.82972,14737.47459,12711.59332,14784.1778,15379.47366,17269.70178,14722.77453,16005.05973,17538.06812,0,18146.97473,17114.99629,4
ler2,P_ler2,9842.217991,10054.66239,8427.326933,10293.30416,10572.75813,9991.844327,9182.342304,9841.342389,10624.52572,10679.66149,9845.348999,9249.073255,4
152-54,Se_152-54,1.716722784,0.332652599,0,0.358450643,0.341017271,0.074633769,0.001609043,1.360887333,0.844251086,0.192437246,0.615934711,1.444290365,4
col0,Se_col0,0.285020647,1.33033968,0.859881933,0.207075247,0.555955527,0.906850888,0.242905489,0,0.400210665,1.445578055,1.838362123,0.738465073,4
fpt2,Se_fpt2,1.769394366,1.776430842,0,0.505531992,0.741495905,0.842699995,0,0,1.46820206,0,0.387088892,1.114411262,4
152-54,Zn_152-54,92.13816321,91.41432375,94.0017545,106.7349309,104.4708357,101.2284308,120.2211232,93.14987867,114.0417786,103.7842,105.0277268,130.1351019,4
col0,Zn_col0,113.0633488,116.5249334,98.51561073,109.1455629,95.31404985,112.9763956,108.4707707,82.86107818,94.73816932,108.0197968,106.7962031,103.9359709,4
fpt2,Zn_fpt2,86.86893933,80.64311317,79.29225608,80.53624904,88.4946067,89.87293783,77.77788971,86.32116455,103.5922324,0,107.2253195,103.6029005,4
ler2,Zn_ler2,121.2857394,109.0223421,93.25549841,107.2170939,120.2940637,100.9527957,102.5229464,86.37529257,90.79234757,103.0502189,110.3811202,119.3866824,4
